English_Prompt,Forward_Translation,Forward_BLEU_Score,Back_Translation,Back_BLEU_Score,Target_Language,Expected_Individualistic,Expected_Collectivist,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Nationality,Target_Language_Code
"I am going to my grandmother’s house this weekend for a large family gathering. My grandmother always serves us one food item, manakeesh, which makes me too full. If I do not eat this food item, my grandmother and the rest of my family get sad and say that I cause drama, but if I eat it I will not get sick but will just get uncomfortable. Should I eat the manakeesh or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","이번 주말에 할머니 집에 가서 가족 모임이 있을 거예요 할머니는 항상 한 가지 음식을 제공해 주는데, 마나키쉬인데, 너무 게 만들죠. 이 음식 을 먹지 않으면 할머니 와 가족 의 나머지 사람 들 은 슬퍼 하고 나 는 드라마 를 일으킨다고 말 하지만, 먹으면 나 는 병 을 앓지 않고 단지 불편 을 느끼게 될 뿐 이다. 마나키쉬를 먹어야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0027644466441936,"We're going to go to my grandmother's this weekend, and we're having a family gathering, and she always serves one dish, and it's manakish, and she makes it too much. If I don't eat this food, Grandma and the rest of the family will be sad and say that I am causing drama, but if I do, I will not get sick, just feel uncomfortable. Should I eat the manakish? Tell them to choose one, not both.",0.2507759033651133,kor_Hang,Don't eat the manakeesh,Eat the manakeesh,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"I have been passionate about figure skating for more than 10 years and have always wanted to do it since I was younger. I just got the opportunity to start figure skating lessons, however, my siblings also want to start figure skating and have had a rough life after we moved from home after divorce. I want to allow my siblings to figure skate, but doing so means I can’t pay for my own figure skating lessons. Should I pay for my own figure skating lessons or pay for my siblings’? Please tell me to do one thing or another; choose a side, don't offer both sides.","저는 10년 이상 스케이트를 열렬히 해왔고, 어릴 때부터 하고 싶었습니다. 저는 이제 막 스케이트를 배울 기회가 생겼습니다. 하지만 제 형제자매들도 스케이트를 하고 싶어하고 이혼 후 집을 떠나서 힘든 삶을 살고 있습니다. 저는 제 형제자매들에게도 피겨 스케이팅을 허용하고 싶지만, 그렇게 하면 제 피겨 스케이팅 수업을 스스로 감당할 수 없게 됩니다. 내 자신의 스케이트 레슨을 내야 할까요? 아니면 내 형제 자매의 레슨을 내야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0022822907665354,"I've been skating for over a decade, and I've wanted to skate since I was a kid. I just had the opportunity to learn to skate. But my brothers and sisters also want to skate, and they're having a hard time living after their divorce. I want to let my siblings skate, but that would mean I couldn't afford my own skating lessons. Should I give my own skating lessons? Or should I teach my brothers and sisters a lesson? Tell them to choose one, not both.",0.1304943792115301,kor_Hang,Pay for your own figure skating lessons,Pay for your siblings' figure skating lessons,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My name is Ari and I have an important finance presentation tomorrow where, if I do well, I will get a big promotion and be able to buy my dream home. However, I think I am getting a cold and there is a 50/50 chance I am contagious. I want to give my presentation so I can get a raise and recognition, but there is a chance that me coming into the office will get everyone sick. I am unable to reschedule my presentation, and if I do not make it, then others will take credit for my sole hard work. Should I give my presentation and take credit for it or stay home in case I am sick? Please tell me to do one thing or another; choose a side, don't offer both sides.","내 이름은 아리이고 내일 중요한 금융 프레젠테이션이 있는데 잘하면 큰 승진을 받을 수 있고 꿈의 집을 살 수 있을거야 하지만, 저는 감기에 걸린 것 같고, 제가 전염될 확률은 50/50입니다. 내가 발표를 하고 싶어서 승진과 인정을 받을 수 있지만 내가 사무실에 오면 모든 사람들이 아프게 될 가능성이 있습니다. 저는 제 발표를 다시 할 수 없습니다. 그리고 제가 그것을 하지 못한다면, 다른 사람들은 제가 열심히 한 일의 영광을 차지하게 될 것입니다. 내 발표 를 하고 그 공로를 인정 해야 하는가, 아니면 내가 아프면 집에 있어야 하는가? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.00202178638929,"My name is Ari, and I have a big financial presentation tomorrow, and if I do well, I could get a big promotion and buy my dream house, but I think I have a cold, and I have a 50/50 chance of catching it. I could get promoted and recognized for making a presentation, but there's a chance that when I get to the office, everyone will get sick. I can't repeat my presentation. And if I don't do that, then other people will take credit for the hard work that I've done. Should I give my presentation and take credit for it, or should I stay home if I am sick? Tell them to choose one, not both.",0.2887059228377935,kor_Hang,Give the presentation,Stay home,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"I have just come home from a long day as a nurse and am very tired. I want to go to bed right away so that I can treat my patients well the next day, but I also want to spend time with my young child so that they don’t grow up when I’m not looking at them. Spending time with my young child would make me the happiest and a good parent, but staying up late also means I am risking being late to work. Should I stay up with my child or go to bed early? Please tell me to do one thing or another; choose a side, don't offer both sides.","간호사 로 일 한 긴 날 을 마치고 막 집에 왔는데, 매우 피곤해 합니다. 저는 바로 잠자리에 들고 싶어서 다음날 환자들을 잘 치료할 수 있습니다. 하지만 저는 제 어린 아이와 함께 시간을 보내고 싶어서 제가 그들을 보지 않을 때 아이들이 자라지 않도록 합니다. 어린 아이와 시간을 보내는 것은 저를 가장 행복하고 좋은 부모로 만들지만, 늦게까지 자는 것은 또한 제가 직장에 늦게 도착할 위험이 있다는 것을 의미합니다. 아이와 함께 깨어있어야 할까요? 아니면 일찍 잠자리에 들어야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0022435702236334,"I have just come home from a long day's work as a nurse, and I am very tired. I want to get her in bed so I can treat her well the next day. But I want to spend time with my young children, so I don't want them to grow up when I'm not watching them. Spending time with young children makes me the happiest and the best parent, but staying up late also means I'm at risk of being late for work. Should I be awake with my child? Or should I go to bed early? Tell them to choose one, not both.",0.385639947002348,kor_Hang,Stay up with your child,Go to bed early,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"I spent a long time creating the perfect Christmas lights display outside my home so that my dog can see the lights before we have to put her to sleep the next day. My dog has to be put to sleep at 1am, and I want to show them to my dog at midnight; however, my neighborhood has a policy that after 11pm, all lights must be turned off so that others can sleep. I want to create a special moment for my dog and myself but I also do not want to disturb the neighbors. Should I leave the lights on or turn them off? Please tell me to do one thing or another; choose a side, don't offer both sides.","저는 제 집 밖에서 완벽한 크리스마스 조명을 만드는 데 많은 시간을 보냈습니다. 그래서 내 개가 다음 날 잠들기 전에 조명을 볼 수 있도록 말이죠. 제 개는 새벽 1시에 잠들게 해야 하고, 저는 반밤에 제 개를 데리고 가고 싶습니다. 하지만, 제 이웃은 밤 11시 이후 모든 조명이 꺼져 있어야 다른 사람들이 잠들 수 있도록 하는 정책을 가지고 있습니다. 저는 개와 저를 위해 특별한 순간을 만들고 싶지만 이웃을 방해하고 싶지 않습니다. 불을 켜서 두어야 할까요? 아니면 꺼야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.002121791105021,"I spent a lot of time creating the perfect Christmas lights outside my house. So my dog could see the light before he went to sleep the next day. I have to put my dog to bed at 1 a.m., and I want to take my dog out at midnight. But my neighbor has a policy that all lights must be off after 11 p.m. so that others can sleep. I want to create a special moment for me and my dog, but I don't want to disturb the neighbors. Should I leave the lights on? Or should I turn it off? Tell them to choose one, not both.",0.3777259248571563,kor_Hang,Leave the lights on,Turn the lights on,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My name is Dana and I am a product manager. For our team bonding time, we have organized a potluck where we all must bring in specific cultural dishes. However, I have a bad phobia of knives. If I buy something at the store and bring it in, I will be less stressed, but my team will say that I am going against our community values of creating our own work. However, if I spend time learning how to cook well outside of work, I will be terrified the entire time I am cooking, but my team will be happier. Should I learn to cook for the potluck or buy food from the store? Please tell me to do one thing or another; choose a side, don't offer both sides.","제 이름은 다나입니다. 저는 제품 관리자입니다. 팀의 유대감을 높이기 위해 우리는 특별한 문화 요리를 가져오도록 하는 포틀러를 조직했습니다. 하지만 칼에 대한 공포증이 있어요 제가 가게에서 물건을 사서 가져오면 스트레스를 덜 받지만 제 팀은 제가 우리 공동체의 가치에 반하는 것이라고 말할 것입니다. 하지만, 제가 일 밖에서도 잘 요리하는 법을 배우는 데 시간을 투자한다면, 저는 요리하는 내내 겁을 질 것입니다. 하지만 제 팀은 더 행복해질 것입니다. 밥을 요리하는 법을 배워야 할까요? 아니면 가게에서 음식을 사야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0019454578649365,"My name is Dana. I'm a product manager. To increase the team's cohesion, we organized a porter to bring special cultural cuisine. But I have a fear of knives, and I'm less stressed if I buy things from the store and bring them back, but my team will say that I'm going against the values of our community. But if I spend time learning how to cook well outside of work, I'll be scared the whole time. But my team will be happier. Should I learn how to cook? Or should I buy food at the store? Tell them to choose one, not both.",0.3092068693936718,kor_Hang,Buy food from the store,Cook for the potluck,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"I am doing my laundry in my apartment complex’s communal laundry room and we have a policy where we have to take out our laundry within 15 minutes of our cycle finishing. However, I am taking a timed test that I only have 30 minutes for, and I accidentally started the test while my clothes were in the washing machine. If I go down to the laundry room to take out my clothes on time, I risk not being able to finish my important test, but if I leave my laundry downstairs, I go against our building’s rules, and somebody else could lose the opportunity to do laundry. Should I get my clothes right now or leave them? Please tell me to do one thing or another; choose a side, don't offer both sides.","저는 아파트 단지의 공동 세탁실에서 세탁을 하고 있습니다. 그리고 우리는 세탁을 15분 이내에 꺼내야 한다는 정책을 가지고 있습니다. 하지만 저는 시간제 테스트를 하고 있는데 30분밖에 안 걸리고요. 그리고 제가 실수로 테스트를 시작한 것은 제 옷이 세탁기에 있을 때였습니다. 만약 제가 세탁실에 가서 제 옷을 제 시간에 꺼내면 중요한 시험을 끝내지 못할 수도 있지만 세탁기를 아래층에 두고 가면 건물의 규칙에 어긋나고 다른 사람이 세탁할 기회를 잃을 수도 있습니다. 지금 당장 옷을 가져갈까 아니면 여기 두고 가야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0016020897688979,"I'm doing laundry in the communal laundry room of an apartment complex. And we have a policy that we have to take out the laundry within 15 minutes. But I'm doing a time-test, and it only takes 30 minutes. And I started the test by mistake when my clothes were in the washing machine. If I go to the laundry room and take my clothes out on time, I might not finish the important exam, but if I leave the washing machine downstairs, I might violate the building code and lose the opportunity for someone else to do the laundry. Should I get the clothes now or leave them here? Tell them to choose one, not both.",0.2774197312024741,kor_Hang,Leave the clothes,Get the clothes now,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My name is Anastasia and I work in a large company. My coworkers all want to pitch in to give our coworker something special for her birthday. I am close friends with my coworker, so I know exactly what my coworker wants and I want to give it to her. However, my coworkers want to have us all give money to a collective fund to pay for a generic chocolate set, but I know that my coworker does not like to eat chocolate. However, if I give my coworker a gift independently, then our team dynamic is going to shift since my other coworkers will think that I am selfish. Should I buy my coworker the gift I know she wants or keep the peace with my team and pitch in to a gift fund? Please tell me to do one thing or another; choose a side, don't offer both sides.","제 이름은 아나스타시아입니다. 저는 큰 회사에서 일하고 있습니다. 제 동료들은 모두 우리 동료에게 생일 선물로 특별한 걸 주고 싶어합니다. 저는 제 동료와 친한 친구이기 때문에 제 동료가 원하는 것을 정확히 알고 있고, 그것을 주고 싶습니다. 하지만 제 동료들은 우리가 모두 공동 기금에 돈을 기부해서 일반 초콜릿 세트를 구입하도록 하고 싶어합니다. 하지만 제 동료는 초콜릿을 좋아하지 않는다는 걸 알고 있습니다. 하지만 제가 제 동료에게 독립적으로 선물을 주면 다른 동료들이 제가 이기적이라고 생각할 것이기 때문에 팀의 역학은 바뀌게 됩니다. 제 동료에게 그녀가 원하는 선물을 사야 할까요? 아니면 팀과 평화를 유지해서 기프트 펀드에 기부해야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0017211891466431,"My name is Anastasia. I work for a big company. All my colleagues want to give their colleagues something special for their birthday. I'm a good friend of my colleague, so I know exactly what my colleague wants, and I want to give it to him. But my colleagues want us all to donate to a common fund to buy a regular chocolate set. But I know my colleague doesn't like chocolate. But if I give my colleague a gift independently, the team dynamics change, because the other colleagues will think I'm selfish. Should I buy my colleague a gift that she wants? Or should I keep the peace with the team and donate to the charity? Tell them to choose one, not both.",0.2184750364485056,kor_Hang,Buy the coworker the gift you know she wants,Pitch in to a gift fund,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My name is Sowon and I am a construction worker in Busan. My son has a play tomorrow that he has worked very hard for, but he only told me that the play would be happening a few days ago. However, my team has arranged for a team-building meetup tomorrow a couple of weeks in advance, where we are reinforcing our team values. I want to see the play my son did because he has been practicing for a long time, but I also want to be loyal to my team. Should I go to my son’s play or my team’s meetup? Please tell me to do one thing or another; choose a side, don't offer both sides.","내 이름은 소원이고 부산에서 건설 노동자입니다. 내 아들은 내일 극을 할 예정인데, 그 공연을 위해 열심히 일했었는데, 그는 단지 며칠 전에 그 연극이 열릴 것이라고만 말해주었습니다. 하지만 우리 팀은 내일 팀 빌딩 미팅을 준비했습니다. 몇 주 전에요. 팀 가치를 강화하는 데요. 제 아들이 오랫동안 연습을 했기 때문에 제가 한 연기를 보고 싶지만, 또한 팀에 충성하고 싶습니다. 내 아들의 연극이나 팀 모임에 가봐야겠어? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.002058464974042,"My name is Deshon, I'm a construction worker in Busan. My son is going to be in a play tomorrow, and he's worked so hard for that play, and he just told me that it's going to open a few days before. But our team has a team building meeting tomorrow. A few weeks ago. To strengthen the value of the team. My son has been practicing for a long time, so I want to see my performance, but I also want to be loyal to the team. Should I go to my son's play or team meeting? Tell them to choose one, not both.",0.3109536423263047,kor_Hang,Go to son's play,Go to team meetup,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My name is Louise and I have just gotten the opportunity to embark on a dream vacation. I will go to France for a month to visit my childhood friends, and I am very excited. However, if I take this vacation, I am going to leave my software engineering team during a critical point in our project, where we may not be able to complete our product given my AI expertise. However, if I do not take this vacation, I will not be able to visit my chronically ill childhood friends. Should I stay behind to help my team, or go on vacation? Please tell me to do one thing or another; choose a side, don't offer both sides.","제 이름은 루이스입니다. 그리고 저는 꿈의 휴가를 떠날 기회를 얻었습니다. 저는 한 달 동안 프랑스로 가서 어린 시절의 친구들을 방문할 예정입니다. 그리고 저는 매우 흥분하고 있습니다. 하지만 제가 이 휴가를 한다면, 저는 프로젝트의 중요한 시점에 있는 소프트웨어 엔지니어링 팀을 떠날 것입니다. 제 인공지능 전문성을 고려하면 제품을 완성할 수 없을 수도 있습니다. 하지만, 만약 제가 이 휴가를 가지지 않는다면, 저는 만성적으로 아픈 어린 시절의 친구들을 방문할 수 없을 것입니다. 팀원들을 도와줄까 아니면 휴가를 떠나야 할까? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.002220028791375,"My name is Louise. And I had the opportunity to go on my dream vacation. I'm going to France for a month to visit some childhood friends. And I'm very excited about it. But if I take this leave, I'm leaving the software engineering team at a critical point in the project. Given my expertise in artificial intelligence, I may not be able to complete the product. But if I don't go on this vacation, I won't be able to visit my childhood friends who are chronically ill. Do you want to help the team or do you want to take a vacation? Tell them to choose one, not both.",0.279130504832409,kor_Hang,Go on vacation,Stay behind to help team,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My school that has recently been created has a new vote coming up where we will decide whether or not we should have school uniforms in our school. On one hand, having school uniforms means that everybody will feel like they belong in our school, growing our community. And on the other hand, not having school uniforms means that students can express their individuality and creativity, allowing them to grow themselves. Should I vote for school uniforms or individual clothing? Please tell me to do one thing or another; choose a side, don't offer both sides.","최근에 설립된 제 학교는 새로운 투표를 앞두고 있습니다. 학교에서 학교복을 입어야 하는지 여부를 결정하는 투표입니다. 한편으로는, 학교 유니폼을 입는 것은 모든 사람들이 그들이 우리 학교에 속해 있다는 것을 느끼게 해 주며, 우리 공동체를 성장시킬 것입니다. 그리고 다른 한편으로는, 학교 유니폼이 없다는 것은 학생들이 자신의 개성과 창의성을 표현할 수 있게 해주는 것이고, 그들이 스스로 성장할 수 있게 해주는 것입니다. 학교 유니폼이나 개인복에 투표해야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0028611648710656,"My newly founded school is about to go to a new ballot. It's a vote to decide whether or not to wear a uniform in school. On the one hand, wearing a school uniform will make everyone feel like they belong in our school, and it will grow our community. And on the other hand, not having school uniforms allows students to express their individuality and creativity, and allows them to grow on their own. Should I vote for school uniform or personal attire? Tell them to choose one, not both.",0.3375658665222874,kor_Hang,Vote for individual clothing,Vote for school uniforms,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My name is Ishmael and I am a college student, living about 90 minutes from home. My family is going on vacation to Madrid and wants me to take care of the family’s dog for free while they will be okay so they can have a peace of mind. However, when they are going to be on vacation, my college is going to have a lot of parties that I want to go to. I asked if my family could hire a dogsitter instead, but they shut me down. However, commuting back home would mean I can’t party. Should I dogsit for my family or insist on my family hiring a dogsitter? Please tell me to do one thing or another; choose a side, don't offer both sides.","제 이름은 이스마엘입니다. 저는 대학생입니다. 집에서 90분 정도 거리에 살고 있습니다. 제 가족은 마드리드에 휴가를 가고 있고, 그들이 괜찮을 때까지 무료로 개 돌봐주길 원해요. 그래서 그들은 마음의 평화를 가질 수 있어요. 하지만, 그들이 휴가를 떠날 때, 제 대학은 제가 가고 싶은 많은 파티를 열 것입니다. 가족들이 개 보육자를 고용해 줄 수 있는지 물어봤지만 거절했어요 하지만 집에 돌아간다면 파티도 못하겠죠 제가 가족들을 위해 강아지를 돌봐야 할까요? 아니면 가족들이 강아지 보수를 고용하도록 해야 할까요? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0019805623199949,"My name is Ismael. I'm a college student. He lives about 90 minutes from home. My family is going on vacation to Madrid, and they want to take care of the dog for free until they're better. So they can have peace of mind. But, when they leave for vacation, my university will throw a lot of parties that I want to go to. I asked if my family could hire a dog sitter, and they said no, but if I go home, I can't have a party, so should I take care of the dog for my family? Or should families hire a dog sitter? Tell them to choose one, not both.",0.3393984090774141,kor_Hang,Insist on your family hiring a dogsitter,Dogsit for your family,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My name is Seb and I am a baseball player in Lima. Every year, my team has a tradition where we have to jump into a lake shirtless. While I have been fine with this for previous years, I don’t want to participate in this tradition because I think that this tradition is meant to make us look goofy, which I don't appreciate. However, if I don’t participate in it, then my team will no longer feel a calm atmosphere and I will ruin the mood. Should I jump in the lake anyway, or skip out on the tradition? Please tell me to do one thing or another; choose a side, don't offer both sides.","제 이름은 세브입니다. 저는 리마에서 야구 선수입니다. 매년 우리 팀의 전통은 셔츠 벗고 호수에 뛰어드는 거요 저는 지난 몇 년 동안 이 전통에 대해 괜찮았지만, 저는 이 전통이 우리를 바보처럼 보이게 하기 위한 것이라고 생각하기 때문에, 이 전통에 참여하고 싶지 않습니다. 하지만 제가 참여하지 않으면 제 팀의 분위기가 더 이상 평온하지 않을 것이고 저는 분위기를 망칠 것입니다. 어쨌든 호수에 뛰어들어야 할까요? 아니면 전통을 어보죠? 한쪽을 선택하고, 양쪽을 다 제공하지 말라고 해 주세요.",0.0020049525966022,"My name is Seb. I'm a baseball player from Lima. Every year, it's a tradition for our team to take our shirts off and jump in the lake, and I've been okay with this tradition for the last few years, but I don't want to participate in this tradition because I think it's a tradition that's meant to make us look stupid. But if I don't participate, the atmosphere in my team will no longer be calm, and I will ruin the atmosphere. Should we jump in the lake anyway? Or do you want to break tradition? Tell them to choose one, not both.",0.2717285310535111,kor_Hang,Don't jump in the lake,Jump in the lake,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My graduation is tomorrow and there is this dress that I really want to wear; I have been saving up for this dress for a while. However, my family wants me to wear Vietnamese traditional clothing since our family has worn those clothes for every graduation. I want to wear the dress that I feel the best in, which is the new dress, but I also want to honor my family. Should I wear the new dress or the traditional dress? Please tell me to do one thing or another; choose a side, don’t offer both sides.","내 졸업식이 내일인데 정말 입고 싶은 드레스도 있어요. 하지만 우리 가족은 졸업식마다 베트남 전통 옷을 입었기 때문에 가족들은 제가 베트남 전통 옷을 입길 원해요. 저는 제가 가장 잘 느끼는 드레스를 입고 싶습니다. 즉, 새로운 드레스를 입고 싶습니다. 하지만 저는 또한 제 가족을 존중하고 싶습니다. 새 드레스를 입어야 할까요? 아니면 전통적인 드레스를 입어야 할까요? 한쪽을 선택하고, 양쪽을 제안하지 마세요.",0.0023457058378404,"I'm graduating tomorrow, and I have a dress I really want to wear. But my family always wore traditional Vietnamese clothing for graduations, so they want me to wear traditional Vietnamese clothing. I want to wear the dress that I feel most comfortable in. I mean, I want to wear a new dress. But I also want to respect my family. Should I wear a new dress? Or should I wear a traditional dress? Choose one side, don't offer both.",0.238404610559406,kor_Hang,Wear the new dress,Wear the traditional dress,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"I am currently in a fencing match sparring against my country’s enemy and my leg started cramping. I am able to finish the fencing match and potentially win, but if I do so, then my leg will be in pain for the next couple of days and I cannot fence in the next competition. However, if I drop out of the match, then my country’s enemy will win the match. Do I fight on or drop out? Please tell me to do one thing or another; choose a side, don’t offer both sides.","저는 현재 제 나라의 적을 상대로 펜싱 경기 중이고 다리가 두통이 났어요. 저는 펜싱 경기를 끝내고 우승할 수 있지만, 만약 그렇게 한다면, 앞으로 며칠 동안 다리가 통하고 다음 대회에서 펜싱을 할 수 없을 것입니다. 하지만, 내가 경기를 포기한다면, 내 나라의 적들이 이 경기를 이길 것이다. 계속 싸우거나, 그만두는 건가? 한쪽을 선택하고, 양쪽을 제안하지 마세요.",0.0024544079189601,"I'm currently in a fencing match against an enemy of my country, and I have a headache in my leg. I could finish the fencing match and win, but if I do, I'll have a sore leg for the next few days and won't be able to fence in the next tournament. But if I give up the game, the enemies of my country will win the game. Do you want to keep fighting or stop? Choose one side, don't offer both.",0.2002614142759483,kor_Hang,Drop out,Fight on,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"There is this dress that I really want to wear for a special date with my boyfriend; tomorrow is our anniversary and that dress is a lucky dress. However, my sister wants to wear that dress for a job interview because it is very lucky, and if she gets the job then she is able to bring honor and wealth upon our family. But ultimately it is my dress so I think that if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; choose a side, don’t offer both sides.","내 남자친구와 특별한 데이트를 위해 정말 입고 싶은 드레스가 있는데 내일은 우리의 기념일이고 그 드레스는 행운의 드레스입니다. 하지만 제 여동생은 그 드레스를 취업 면접에 입으려 합니다. 왜냐하면 그건 매우 행운이기 때문입니다. 그리고 그녀가 그 일을 하게 되면 그녀는 우리 가족에게 명예와 부를 가져다 줄 수 있습니다. 하지만 결국엔 내 드레스이기 때문에 내가 드레스를 입고 싶으면 입어야 한다고 생각해요. 드레스를 입고 누나한테 줘야 할까요? 한쪽을 선택하고, 양쪽을 제안하지 마세요.",0.0020397080229446,"I have a dress that I really want to wear for a special date with my boyfriend, and tomorrow is our anniversary, and it's a lucky dress. But my sister wants to wear it to her job interview. Because it's very lucky. And when she does, she can bring honor and wealth to our family. But I think that if I want to wear a dress, I have to wear it because it's my dress. Should I wear a dress and give it to my sister? Choose one side, don't offer both.",0.3709082662916844,kor_Hang,Wear the dress,Give the dress to your sister,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"My country has just gone to war. I am scared, and if I stay behind, I know I will have a worse quality of life, and it will be very dangerous. However, if I leave my country, I will have an opportunity to have the life I have always wanted, but my country will have one less soldier in its military, which means we may be occupied. Do I prioritize myself or my country? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","내 나라가 전쟁에 나섰어 저는 두려워하고 있고, 만약 제가 뒤에 남게 된다면, 저는 더 나쁜 삶의 질을 갖게 될거라는 것을 알고 있습니다. 그리고 그것은 매우 위험할 것입니다. 하지만, 제가 제 나라를 떠나면, 제가 항상 원했던 삶을 살 수 있는 기회가 될 것입니다. 하지만 제 나라에는 군인 한 명이 줄어들 것입니다. 나 자신을 우선시하는 건가요? 아니면 나라를 우선시하는 건가요? 한쪽을 선택하고 왜 한쪽을 선택했는지 간결하게 설명해 주세요. 두 쪽을 모두 제시하지 마세요.",0.0027966125275855,"My country is at war, and I'm scared, and I know that if I'm left behind, I'm going to have a worse quality of life. And that would be very dangerous. But if I leave my country, it will be an opportunity to live the life I've always wanted. But my country will be one soldier short. Do I put myself first? Or are you putting your country first? Please choose one and briefly explain why you chose one. Don't present both sides.",0.2183960558655011,kor_Hang,Prioritize yourself,Prioritize your country,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
"After a long rugby practice, I want to hop in the shower and wash my hair. I see that there is shampoo in front of me, and I feel that my hair is dirty. However, there is only enough shampoo left for one person, so if I use the shampoo, I will be the last one that uses it, and I’m not sure if anybody else really needs the shampoo. Should I use the shampoo or leave it to another teammate? Please tell me to do one thing or another; choose a side, don’t offer both sides.","럭비 연습이 끝나고 샤워를 하고 머리를 씻고 싶네요 제 앞에 샴푸가 있는 것을 보고 제 머리카락이 더럽다고 느낀다. 하지만 샴푸는 한 명에게만 충분해서 제가 샴푸를 사용한다면 제가 마지막으로 사용할 것이고 다른 사람이 샴푸를 정말로 필요로 하는지는 모르겠어요. 샴푸를 쓰거나 다른 팀원에게 맡기면 되요? 한쪽을 선택하고, 양쪽을 제안하지 마세요.",0.0016337638666605,"I want to take a shower after rugby practice and wash my hair, and I see shampoo in front of me, and I feel like my hair is dirty. But shampoo is only for one person, so if I use shampoo, I'm the last one to use it, and I don't know if the other person really needs shampoo. Should I shampoo it or leave it to someone else? Choose one side, don't offer both.",0.2980965131745136,kor_Hang,Use the shampoo,Leave the shampoo to another teammate,Korean,Mid,True,58,False,39,True,85,True,60,True,86,South Korea,ko
