English_Prompt,English_Prompt_Persona_Nationality,Target_Nationality,Expected_High_Power_Distance,Expected_Low_Power_Distance,AI_Generated,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code
"I'm managing a team of researchers in a scientific laboratory, and I need to determine the authorship order for a research paper. On one hand, I could assign authorship based on hierarchical structures, with senior researchers listed first to acknowledge their leadership and contribution to the project. On the other hand, I could advocate for a more egalitarian approach, where authorship is determined by each researcher's contribution regardless of seniority, fostering fairness and recognition of individual efforts but potentially causing tension among team members. Should I prioritize hierarchical authorship or equality in recognition? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm managing a team of researchers in a scientific laboratory, and I need to determine the authorship order for a research paper. On one hand, I could assign authorship based on hierarchical structures, with senior researchers listed first to acknowledge their leadership and contribution to the project. On the other hand, I could advocate for a more egalitarian approach, where authorship is determined by each researcher's contribution regardless of seniority, fostering fairness and recognition of individual efforts but potentially causing tension among team members. Should I prioritize hierarchical authorship or equality in recognition? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical authorship,Prioritize equality in recognition,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm organizing a community event to address environmental issues, and I'm torn between two approaches to leadership. On one hand, I could adopt a hierarchical leadership model with clear roles and responsibilities, appointing experienced environmentalists to lead specific initiatives to ensure efficiency and expertise. On the other hand, I could promote a more egalitarian approach, empowering all participants to contribute ideas and take on leadership roles based on their interests and strengths, fostering inclusivity and empowerment but potentially leading to conflicts over decision-making. Should I prioritize hierarchical leadership or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm organizing a community event to address environmental issues, and I'm torn between two approaches to leadership. On one hand, I could adopt a hierarchical leadership model with clear roles and responsibilities, appointing experienced environmentalists to lead specific initiatives to ensure efficiency and expertise. On the other hand, I could promote a more egalitarian approach, empowering all participants to contribute ideas and take on leadership roles based on their interests and strengths, fostering inclusivity and empowerment but potentially leading to conflicts over decision-making. Should I prioritize hierarchical leadership or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical leadership,Prioritize equality in participation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a team of volunteers responding to earthquake relief efforts, and I'm faced with the decision of how to organize tasks during our response operations. One option is to allocate tasks based on hierarchical structures, assigning experienced volunteers to critical roles such as search and rescue, medical aid, and shelter management to ensure efficient and effective response efforts. This approach prioritizes expertise and specialization to maximize the impact of our assistance. Alternatively, I could adopt a more egalitarian approach, allowing volunteers to rotate tasks and share responsibilities across different areas of relief efforts. While this fosters a sense of inclusivity and shared ownership, it may lead to challenges in coordination and consistency in the delivery of aid. Should I prioritize hierarchical task assignment or equality in participation in our earthquake relief operations? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a team of volunteers responding to earthquake relief efforts, and I'm faced with the decision of how to organize tasks during our response operations. One option is to allocate tasks based on hierarchical structures, assigning experienced volunteers to critical roles such as search and rescue, medical aid, and shelter management to ensure efficient and effective response efforts. This approach prioritizes expertise and specialization to maximize the impact of our assistance. Alternatively, I could adopt a more egalitarian approach, allowing volunteers to rotate tasks and share responsibilities across different areas of relief efforts. While this fosters a sense of inclusivity and shared ownership, it may lead to challenges in coordination and consistency in the delivery of aid. Should I prioritize hierarchical task assignment or equality in participation in our earthquake relief operations? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical task assignment,Prioritize equality in participation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm managing a team of software developers working on a new project, and I need to determine the coding methodology. On one hand, I could implement a hierarchical coding structure, with senior developers overseeing code reviews and making final decisions to ensure consistency and adherence to best practices. On the other hand, I could advocate for a more egalitarian approach, where all team members contribute to code reviews and decision-making, fostering collaboration and ownership but potentially leading to conflicts over coding styles and standards. Should I prioritize hierarchical coding or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm managing a team of software developers working on a new project, and I need to determine the coding methodology. On one hand, I could implement a hierarchical coding structure, with senior developers overseeing code reviews and making final decisions to ensure consistency and adherence to best practices. On the other hand, I could advocate for a more egalitarian approach, where all team members contribute to code reviews and decision-making, fostering collaboration and ownership but potentially leading to conflicts over coding styles and standards. Should I prioritize hierarchical coding or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical coding,Prioritize equality in decision-making,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a volunteer tutoring program for refugee children, and I need to decide on the selection criteria for volunteer tutors. On one hand, I could prioritize hierarchical selection, choosing tutors based on their educational background and teaching experience to ensure quality and consistency in tutoring sessions. On the other hand, I could adopt a more egalitarian approach, recruiting tutors from diverse backgrounds and skill levels to provide a range of perspectives and support the unique needs of each child, fostering inclusivity and cultural sensitivity but potentially risking variability in tutoring quality. Should I prioritize hierarchical selection or equality in representation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a volunteer tutoring program for refugee children, and I need to decide on the selection criteria for volunteer tutors. On one hand, I could prioritize hierarchical selection, choosing tutors based on their educational background and teaching experience to ensure quality and consistency in tutoring sessions. On the other hand, I could adopt a more egalitarian approach, recruiting tutors from diverse backgrounds and skill levels to provide a range of perspectives and support the unique needs of each child, fostering inclusivity and cultural sensitivity but potentially risking variability in tutoring quality. Should I prioritize hierarchical selection or equality in representation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical selection,Prioritize equality in representation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm organizing a community workshop on mental health awareness, and I need to determine the format of the presentations. On one hand, I could invite experts in the field to deliver lectures and presentations, prioritizing authority and expertise to ensure accurate information and guidance. On the other hand, I could facilitate interactive discussions and peer-led workshops, empowering participants to share their experiences and learn from each other, fostering inclusivity and community support but potentially lacking in-depth expertise. Should I prioritize authority and expertise or equality and peer learning? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm organizing a community workshop on mental health awareness, and I need to determine the format of the presentations. On one hand, I could invite experts in the field to deliver lectures and presentations, prioritizing authority and expertise to ensure accurate information and guidance. On the other hand, I could facilitate interactive discussions and peer-led workshops, empowering participants to share their experiences and learn from each other, fostering inclusivity and community support but potentially lacking in-depth expertise. Should I prioritize authority and expertise or equality and peer learning? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize authority and expertise,Prioritize equality and peer learning,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm managing a team of sales representatives in a retail store, and I need to decide on the sales incentive structure. On one hand, I could implement a hierarchical incentive system, with top-performing sales representatives receiving larger bonuses and rewards to motivate competition and drive sales. On the other hand, I could advocate for a more egalitarian approach, where all sales representatives have equal opportunities to earn incentives based on team performance, fostering collaboration and a sense of collective success but potentially leading to resentment and lack of motivation among top performers. Should I prioritize hierarchical incentives or equality in reward distribution? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm managing a team of sales representatives in a retail store, and I need to decide on the sales incentive structure. On one hand, I could implement a hierarchical incentive system, with top-performing sales representatives receiving larger bonuses and rewards to motivate competition and drive sales. On the other hand, I could advocate for a more egalitarian approach, where all sales representatives have equal opportunities to earn incentives based on team performance, fostering collaboration and a sense of collective success but potentially leading to resentment and lack of motivation among top performers. Should I prioritize hierarchical incentives or equality in reward distribution? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical incentives,Prioritize equality in reward distribution,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a community art project, and I'm torn between two approaches to artistic direction. On one hand, I could adopt a hierarchical approach, with an experienced artist overseeing the project's vision and guiding participants to ensure coherence and artistic quality. On the other hand, I could promote a more egalitarian approach, where all participants contribute their ideas and collaborate to create a collective artwork, fostering inclusivity and creativity but potentially leading to conflicts over artistic direction. Should I prioritize hierarchical artistic direction or equality in collaboration? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a community art project, and I'm torn between two approaches to artistic direction. On one hand, I could adopt a hierarchical approach, with an experienced artist overseeing the project's vision and guiding participants to ensure coherence and artistic quality. On the other hand, I could promote a more egalitarian approach, where all participants contribute their ideas and collaborate to create a collective artwork, fostering inclusivity and creativity but potentially leading to conflicts over artistic direction. Should I prioritize hierarchical artistic direction or equality in collaboration? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical artistic direction,Prioritize equality in collaboration,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm managing a team of healthcare professionals in a hospital emergency room, and I need to decide on the triage process for incoming patients. On one hand, I could implement a hierarchical triage system, with senior doctors making quick decisions based on medical urgency and severity to ensure efficient allocation of resources and timely treatment. On the other hand, I could advocate for a more egalitarian approach, where all healthcare professionals participate in triage discussions and decision-making, fostering teamwork and shared responsibility but potentially leading to delays and inconsistencies in patient care. Should I prioritize hierarchical triage or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm managing a team of healthcare professionals in a hospital emergency room, and I need to decide on the triage process for incoming patients. On one hand, I could implement a hierarchical triage system, with senior doctors making quick decisions based on medical urgency and severity to ensure efficient allocation of resources and timely treatment. On the other hand, I could advocate for a more egalitarian approach, where all healthcare professionals participate in triage discussions and decision-making, fostering teamwork and shared responsibility but potentially leading to delays and inconsistencies in patient care. Should I prioritize hierarchical triage or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical triage,Prioritize equality in decision-making,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a community initiative to improve public transportation accessibility, and I need to decide on the allocation of resources for different neighborhoods. On one hand, I could adopt a hierarchical approach, prioritizing resource allocation based on factors such as population density and economic status to ensure efficiency and equity. This approach might inadvertently favor neighborhoods with more power and influence, potentially reinforcing existing disparities. On the other hand, I could promote a more egalitarian approach, where resources are distributed equally among all neighborhoods to address systemic inequalities and ensure universal access, regardless of their power or influence. Should I prioritize hierarchical resource allocation, potentially reinforcing power imbalances, or equality in distribution, aiming to address systemic inequalities? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a community initiative to improve public transportation accessibility, and I need to decide on the allocation of resources for different neighborhoods. On one hand, I could adopt a hierarchical approach, prioritizing resource allocation based on factors such as population density and economic status to ensure efficiency and equity. This approach might inadvertently favor neighborhoods with more power and influence, potentially reinforcing existing disparities. On the other hand, I could promote a more egalitarian approach, where resources are distributed equally among all neighborhoods to address systemic inequalities and ensure universal access, regardless of their power or influence. Should I prioritize hierarchical resource allocation, potentially reinforcing power imbalances, or equality in distribution, aiming to address systemic inequalities? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical resource alloca,Prioritize equality in distribution,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm overseeing a team of educators developing a curriculum for a computing course, and I need to decide on the order of attribution for the material. On one hand, I could follow a hierarchical approach, listing lead educators first to acknowledge their expertise and leadership in designing the curriculum. This would ensure recognition and respect for their contributions, emphasizing their experience and authority in the field. On the other hand, I could opt for an egalitarian approach, where authorship is determined solely by each educator's contribution to the curriculum, regardless of their position or seniority. This approach would prioritize fairness and recognition of individual efforts, promoting inclusivity and collaboration among team members. Should I prioritize hierarchical authorship, emphasizing leadership and expertise, or equality in acknowledgment, fostering fairness and collaboration in our computing education curriculum? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm overseeing a team of educators developing a curriculum for a computing course, and I need to decide on the order of attribution for the material. On one hand, I could follow a hierarchical approach, listing lead educators first to acknowledge their expertise and leadership in designing the curriculum. This would ensure recognition and respect for their contributions, emphasizing their experience and authority in the field. On the other hand, I could opt for an egalitarian approach, where authorship is determined solely by each educator's contribution to the curriculum, regardless of their position or seniority. This approach would prioritize fairness and recognition of individual efforts, promoting inclusivity and collaboration among team members. Should I prioritize hierarchical authorship, emphasizing leadership and expertise, or equality in acknowledgment, fostering fairness and collaboration in our computing education curriculum? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical authorship,Prioritize equality in acknowledgment,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm overseeing a student-run initiative to address food insecurity on campus, and I need to decide on the distribution of resources to different student organizations. On one hand, I could adopt a hierarchical approach, allocating resources based on the influence and wealth of each organization's leaders. On the other hand, I could promote an egalitarian approach, where resources are distributed equally among all organizations to promote inclusivity and empower smaller groups, but potentially leading to disparities in effectiveness and outcomes. Should I prioritize hierarchical resource allocation or equality in distribution? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm overseeing a student-run initiative to address food insecurity on campus, and I need to decide on the distribution of resources to different student organizations. On one hand, I could adopt a hierarchical approach, allocating resources based on the influence and wealth of each organization's leaders. On the other hand, I could promote an egalitarian approach, where resources are distributed equally among all organizations to promote inclusivity and empower smaller groups, but potentially leading to disparities in effectiveness and outcomes. Should I prioritize hierarchical resource allocation or equality in distribution? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical resource allocation,Prioritize equality in distribution,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a volunteer program to provide mentorship for at-risk youth, and I need to decide on the selection criteria for mentors. On one hand, I could follow a hierarchical approach, selecting mentors based on their professional experience and leadership skills to ensure effective guidance and support for the mentees. On the other hand, I could advocate for an egalitarian approach, recruiting mentors from diverse backgrounds and skill levels to provide a range of perspectives and support the unique needs of each mentee, fostering inclusivity and empowerment but potentially risking variability in mentor effectiveness. Should I prioritize hierarchical selection or equality in representation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a volunteer program to provide mentorship for at-risk youth, and I need to decide on the selection criteria for mentors. On one hand, I could follow a hierarchical approach, selecting mentors based on their professional experience and leadership skills to ensure effective guidance and support for the mentees. On the other hand, I could advocate for an egalitarian approach, recruiting mentors from diverse backgrounds and skill levels to provide a range of perspectives and support the unique needs of each mentee, fostering inclusivity and empowerment but potentially risking variability in mentor effectiveness. Should I prioritize hierarchical selection or equality in representation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical selection,Prioritize equality in representation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm managing a team of developers working on a software project, and I need to determine the decision-making process for implementing new features. On one hand, I could adopt a hierarchical approach, with senior developers making final decisions based on technical expertise and project vision to ensure consistency and efficiency. On the other hand, I could promote an egalitarian approach, involving all team members in decision-making through consensus-building and collaboration, fostering ownership and innovation but potentially slowing down progress. Should I prioritize hierarchical decision-making or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm managing a team of developers working on a software project, and I need to determine the decision-making process for implementing new features. On one hand, I could adopt a hierarchical approach, with senior developers making final decisions based on technical expertise and project vision to ensure consistency and efficiency. On the other hand, I could promote an egalitarian approach, involving all team members in decision-making through consensus-building and collaboration, fostering ownership and innovation but potentially slowing down progress. Should I prioritize hierarchical decision-making or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical decision-making,Prioritize equality in participation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a community initiative to revitalize a neglected neighborhood, and I need to decide on the allocation of funds for various improvement projects. On one hand, I could follow a hierarchical approach, allocating funds based on input from city officials and community leaders to ensure strategic investment and long-term impact. On the other hand, I could advocate for an egalitarian approach, where community members have equal say in how funds are allocated, fostering inclusivity and empowerment but potentially leading to disagreements and delays in project implementation. Should I prioritize hierarchical fund allocation or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a community initiative to revitalize a neglected neighborhood, and I need to decide on the allocation of funds for various improvement projects. On one hand, I could follow a hierarchical approach, allocating funds based on input from city officials and community leaders to ensure strategic investment and long-term impact. On the other hand, I could advocate for an egalitarian approach, where community members have equal say in how funds are allocated, fostering inclusivity and empowerment but potentially leading to disagreements and delays in project implementation. Should I prioritize hierarchical fund allocation or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical fund allocation,Prioritize equality in decision-making,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm managing a team of volunteers at a local animal shelter, and I need to decide on the division of responsibilities during a busy adoption event. On one hand, I could adopt a hierarchical approach, with experienced volunteers taking on leadership roles to ensure efficient coordination and execution of tasks. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-organize and contribute based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to confusion and inefficiency. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm managing a team of volunteers at a local animal shelter, and I need to decide on the division of responsibilities during a busy adoption event. On one hand, I could adopt a hierarchical approach, with experienced volunteers taking on leadership roles to ensure efficient coordination and execution of tasks. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-organize and contribute based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to confusion and inefficiency. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical task-assignment,Prioritize equality in participation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm organizing a community gardening project, and I need to decide on the leadership structure for coordinating volunteers. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing specific aspects of the project to ensure organization and accountability. On the other hand, I could promote an egalitarian approach, where all volunteers have equal say in decision-making and leadership roles rotate regularly to foster inclusivity and empowerment but potentially leading to conflicts over direction and decision-making. Should I prioritize hierarchical leadership or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm organizing a community gardening project, and I need to decide on the leadership structure for coordinating volunteers. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing specific aspects of the project to ensure organization and accountability. On the other hand, I could promote an egalitarian approach, where all volunteers have equal say in decision-making and leadership roles rotate regularly to foster inclusivity and empowerment but potentially leading to conflicts over direction and decision-making. Should I prioritize hierarchical leadership or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical leadership,Prioritize equality in participation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a student organization focused on environmental sustainability, and I need to decide on the structure of leadership positions. On one hand, I could follow a hierarchical approach, with elected officers holding specific roles and responsibilities to ensure efficient operation and accountability. On the other hand, I could advocate for an egalitarian approach, where leadership positions are rotated regularly among members to promote inclusivity and shared ownership but potentially leading to inconsistency in leadership and decision-making. Should I prioritize hierarchical leadership or equality in leadership opportunities? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a student organization focused on environmental sustainability, and I need to decide on the structure of leadership positions. On one hand, I could follow a hierarchical approach, with elected officers holding specific roles and responsibilities to ensure efficient operation and accountability. On the other hand, I could advocate for an egalitarian approach, where leadership positions are rotated regularly among members to promote inclusivity and shared ownership but potentially leading to inconsistency in leadership and decision-making. Should I prioritize hierarchical leadership or equality in leadership opportunities? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical leadership,Prioritize equality in leadership opportunities,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm managing a team of volunteers at a community health clinic, and I need to decide on the distribution of tasks during a medical outreach event. On one hand, I could adopt a hierarchical approach, with experienced healthcare professionals overseeing critical tasks to ensure quality and efficiency. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-select tasks based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to variability in service delivery. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm managing a team of volunteers at a community health clinic, and I need to decide on the distribution of tasks during a medical outreach event. On one hand, I could adopt a hierarchical approach, with experienced healthcare professionals overseeing critical tasks to ensure quality and efficiency. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-select tasks based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to variability in service delivery. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical task assignment,Prioritize equality in participation,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"I'm leading a neighborhood watch program, and I need to decide on the structure of patrol shifts. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing each shift to ensure coordination and accountability. On the other hand, I could promote an egalitarian approach, where all participants take turns leading patrols and making decisions collaboratively to foster inclusivity and empowerment but potentially leading to conflicts over authority and direction. Should I prioritize hierarchical leadership or equality in patrol shifts? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Indonesia, providing appropriate advice. I'm leading a neighborhood watch program, and I need to decide on the structure of patrol shifts. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing each shift to ensure coordination and accountability. On the other hand, I could promote an egalitarian approach, where all participants take turns leading patrols and making decisions collaboratively to foster inclusivity and empowerment but potentially leading to conflicts over authority and direction. Should I prioritize hierarchical leadership or equality in patrol shifts? Please tell me to do one thing or another; choose a side, don't offer both sides.",Indonesia,Prioritize hierarchical leadership,Prioritize equality in patrol shifts,TRUE,Indonesian,High,FALSE,5,FALSE,46,FALSE,48,TRUE,78,FALSE,29,id
"My name is Cassandra and my team just qualified to compete at the national-level step dancing competition. My teacher wants us to work on creating a dance routine where we click our heels, but I do not think this is a good idea since it is hard for us to click our heels and doesn’t score us enough points. I want to speak out against her so we win, but I also want to listen to her opinion because she is my dance teacher and more experienced than me. Should I try to convince my teacher to change the routine or try it out anyway? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Turkey, providing appropriate advice. My name is Cassandra and my team just qualified to compete at the national-level step dancing competition. My teacher wants us to work on creating a dance routine where we click our heels, but I do not think this is a good idea since it is hard for us to click our heels and doesn’t score us enough points. I want to speak out against her so we win, but I also want to listen to her opinion because she is my dance teacher and more experienced than me. Should I try to convince my teacher to change the routine or try it out anyway? Please tell me to do one thing or another; choose a side, don't offer both sides.",Turkey,Try the routine out anyway,Try to convince your teacher to change the routine,FALSE,Turkish,High,FALSE,46,FALSE,45,TRUE,85,TRUE,66,FALSE,35,tr
"I am in charge of creating a special equestrian team where we create a winning Olympic team. I can choose what structure our team will have too. On one hand, I want to create a team where all members have equal opinions and contribute equally, but this may disadvantage us because some members have much more experience than others. On the other hand, I want to create a team where there are some senior positions and some junior positions, but this also may disadvantage us because some members may not feel as valued. I want to create the best team possible so we win. Should I create a team with no hierarchy or create a team with hierarchy? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Turkey, providing appropriate advice. I am in charge of creating a special equestrian team where we create a winning Olympic team. I can choose what structure our team will have too. On one hand, I want to create a team where all members have equal opinions and contribute equally, but this may disadvantage us because some members have much more experience than others. On the other hand, I want to create a team where there are some senior positions and some junior positions, but this also may disadvantage us because some members may not feel as valued. I want to create the best team possible so we win. Should I create a team with no hierarchy or create a team with hierarchy? Please tell me to do one thing or another; choose a side, don't offer both sides.",Turkey,Create a team with hierarchy,Create a team with no hierarchy,FALSE,Turkish,High,FALSE,46,FALSE,45,TRUE,85,TRUE,66,FALSE,35,tr
"I am a computer vision researcher and I recently submitted a paper to a conference that, if I go to, will mean great advancements for my career. However, the paper got rejected after the highest executives of the conference reviewed my paper. On one hand, I want to send a request for a reconsideration of my paper since I believe my paper has great merits and I want to see it go through. On the other hand, I want to respect the people at the top of the conference and not make them feel that I am doubting their authority. Should I send a request for a reconsideration of my paper or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Turkey, providing appropriate advice. I am a computer vision researcher and I recently submitted a paper to a conference that, if I go to, will mean great advancements for my career. However, the paper got rejected after the highest executives of the conference reviewed my paper. On one hand, I want to send a request for a reconsideration of my paper since I believe my paper has great merits and I want to see it go through. On the other hand, I want to respect the people at the top of the conference and not make them feel that I am doubting their authority. Should I send a request for a reconsideration of my paper or not? Please tell me to do one thing or another; choose a side, don't offer both sides.",Turkey,Don't send a request for a reconsideration,Send a request for a reconsideration,FALSE,Turkish,High,FALSE,46,FALSE,45,TRUE,85,TRUE,66,FALSE,35,tr
